Date	Time	Ch1:Conce:ppm	Status	Ch2:Conce:ppm	Status	Ch3:Conce:ppm	Status	Ch4:Conce:ppm	Status	Ch5:Conce:ppm	Status
17.2.2025	15:27:44	-57.6229	G	412.927	G	-6.11388	G	68.0311	G	248123	G
17.2.2025	15:27:49	-57.5204	G	431.346	G	-6.04068	G	68.0624	G	248113	G
17.2.2025	15:27:54	-57.7798	G	443.234	G	-5.94658	G	67.9816	G	248109	G
17.2.2025	15:27:59	-58.0159	G	445.333	G	-5.956	G	67.932	G	248119	G
17.2.2025	15:28:04	-57.5552	G	441.418	G	-6.32827	G	67.8151	G	248127	G
17.2.2025	15:28:09	-58.5453	G	436.195	G	-6.35081	G	67.8244	G	248125	G
17.2.2025	15:28:14	-57.7305	G	408.852	G	-6.24641	G	67.8396	G	248116	G
17.2.2025	15:28:19	-57.7311	G	399.825	G	-6.2	G	67.8283	G	248084	G
17.2.2025	15:28:24	-57.2424	G	400.271	G	-6.04153	G	67.8254	G	248079	G
17.2.2025	15:28:29	-57.147	G	478.712	G	-6.00414	G	67.7911	G	248045	G
17.2.2025	15:28:34	-57.5873	G	536.383	G	-6.03303	G	67.8165	G	248027	G
17.2.2025	15:28:39	-57.0302	G	538.773	G	-5.82536	G	67.741	G	248007	G
17.2.2025	15:28:44	-57.7868	G	508.666	G	-5.95641	G	67.702	G	248024	G
17.2.2025	15:28:49	-57.3521	G	496.02	G	-5.9795	G	67.7516	G	248026	G
17.2.2025	15:28:54	-58.124	G	489.619	G	-6.08594	G	67.8867	G	248012	G
17.2.2025	15:28:59	-57.5308	G	483.031	G	-6.11458	G	67.8859	G	248007	G
17.2.2025	15:29:04	-57.3058	G	478.795	G	-5.98885	G	67.9053	G	247987	G
17.2.2025	15:29:09	-57.3442	G	476.664	G	-6.06004	G	67.9158	G	247948	G
17.2.2025	15:29:14	-57.6251	G	474.3	G	-6.04361	G	67.8538	G	247895	G
17.2.2025	15:29:19	-58.0003	G	470.766	G	-6.06298	G	67.8382	G	247836	G
17.2.2025	15:29:24	-58.1295	G	468.125	G	-6.13504	G	67.9	G	247774	G
17.2.2025	15:29:29	-57.7989	G	465.621	G	-6.20892	G	68.0239	G	247680	G
17.2.2025	15:29:34	-57.5388	G	464.353	G	-6.26147	G	68.1635	G	247632	G
17.2.2025	15:29:39	-57.9299	G	465.6	G	-6.34851	G	68.2996	G	247579	G
17.2.2025	15:29:44	-57.9263	G	466.943	G	-6.34384	G	68.3443	G	247555	G
17.2.2025	15:29:49	-57.7736	G	467.111	G	-6.44955	G	68.3163	G	247531	G
17.2.2025	15:29:54	-56.9761	G	466.636	G	-6.68289	G	68.2828	G	247504	G
17.2.2025	15:29:59	-57.4027	G	466.399	G	-6.55581	G	68.4033	G	247501	G
17.2.2025	15:30:04	-57.8654	G	466.385	G	-6.19629	G	68.4928	G	247468	G
17.2.2025	15:30:09	-57.4389	G	466.418	G	-6.17532	G	68.565	G	247438	G
17.2.2025	15:30:14	-57.1389	G	466.368	G	-6.14716	G	68.6624	G	247409	G
17.2.2025	15:30:19	-56.7698	G	465.99	G	-6.27952	G	68.7855	G	247392	G
17.2.2025	15:30:24	-57.9174	G	465.632	G	-6.608	G	68.8247	G	247391	G
17.2.2025	15:30:29	-57.4595	G	465.276	G	-6.64295	G	68.7835	G	247386	G
17.2.2025	15:30:34	-57.5935	G	465.182	G	-6.52935	G	68.8072	G	247362	G
17.2.2025	15:30:39	-57.4184	G	466.263	G	-6.67671	G	68.8977	G	247340	G
17.2.2025	15:30:44	-57.5616	G	465.268	G	-6.706	G	68.9794	G	247322	G
17.2.2025	15:30:49	-57.8147	G	464.569	G	-6.63559	G	68.9678	G	247310	G
17.2.2025	15:30:54	-57.9694	G	464.101	G	-6.38666	G	69.0142	G	247308	G
17.2.2025	15:30:59	-57.0424	G	465.085	G	-6.51901	G	69.1098	G	247274	G
17.2.2025	15:31:04	-57.7629	G	465.005	G	-6.7163	G	69.1112	G	247275	G
17.2.2025	15:31:09	-57.7387	G	465.161	G	-6.71534	G	69.0905	G	247261	G
17.2.2025	15:31:14	-56.9174	G	465.31	G	-6.67829	G	69.1636	G	247259	G
17.2.2025	15:31:19	-57.609	G	466.441	G	-6.54264	G	69.2079	G	247237	G
17.2.2025	15:31:24	-57.2984	G	466.595	G	-6.60243	G	69.3539	G	247218	G
17.2.2025	15:31:29	-57.6903	G	467.609	G	-6.68178	G	69.4235	G	247194	G
17.2.2025	15:31:34	-57.7239	G	468.61	G	-6.66076	G	69.476	G	247184	G
17.2.2025	15:31:39	-57.4614	G	469.256	G	-6.47612	G	69.4513	G	247176	G
17.2.2025	15:31:44	-57.8836	G	470.532	G	-6.50323	G	69.3888	G	247177	G
17.2.2025	15:31:49	-57.8681	G	471.047	G	-6.62088	G	69.4165	G	247157	G
17.2.2025	15:31:54	-57.632	G	471.409	G	-6.56122	G	69.4817	G	247150	G
17.2.2025	15:31:59	-58.2776	G	472.615	G	-6.55528	G	69.5527	G	247127	G
17.2.2025	15:32:04	-57.5889	G	471.348	G	-6.62935	G	69.5682	G	247121	G
17.2.2025	15:32:09	-57.7926	G	470.003	G	-6.89238	G	69.6376	G	247114	G
17.2.2025	15:32:14	-57.6413	G	469.416	G	-6.94383	G	69.6526	G	247118	G
17.2.2025	15:32:19	-57.5024	G	470.106	G	-6.84339	G	69.6416	G	247108	G
17.2.2025	15:32:24	-57.1964	G	507.609	G	-6.69938	G	69.6579	G	247190	G
17.2.2025	15:32:29	-49.6216	G	13116.3	G	-6.78264	G	69.7659	G	244777	G
17.2.2025	15:32:34	-52.1039	G	9125.31	G	-6.91047	G	69.7493	G	244982	G
17.2.2025	15:32:39	-55.3951	G	2813.93	G	-7.04605	G	69.8178	G	247208	G
17.2.2025	15:32:44	-55.8927	G	1827.75	G	-7.05802	G	69.8048	G	247556	G
17.2.2025	15:32:49	-57.1116	G	1411.39	G	-6.82254	G	69.6668	G	247722	G
17.2.2025	15:32:54	-56.9096	G	1239.89	G	-6.65226	G	69.3775	G	247797	G
17.2.2025	15:32:59	-56.5819	G	1043.43	G	-6.63844	G	69.1752	G	247847	G
17.2.2025	15:33:04	-56.9961	G	863.089	G	-6.55141	G	69.0202	G	247865	G
17.2.2025	15:33:09	-57.3627	G	768.494	G	-6.47896	G	68.9212	G	247901	G
17.2.2025	15:33:14	-57.8979	G	755.223	G	-6.56504	G	68.7797	G	247921	G
17.2.2025	15:33:19	-58.1511	G	713.177	G	-6.615	G	68.6636	G	247936	G
17.2.2025	15:33:24	-57.8659	G	649.536	G	-6.31694	G	68.5417	G	247973	G
17.2.2025	15:33:29	-58.1352	G	581.38	G	-6.41029	G	68.402	G	248008	G
17.2.2025	15:33:34	-57.7263	G	557.056	G	-6.26679	G	68.2541	G	248020	G
17.2.2025	15:33:39	-57.4571	G	522.128	G	-6.16408	G	68.1671	G	247994	G
17.2.2025	15:33:44	-57.6562	G	495.402	G	-6.1501	G	68.1533	G	248013	G
17.2.2025	15:33:49	-58.2642	G	481.847	G	-6.15936	G	68.0611	G	247991	G
17.2.2025	15:33:54	-59.1417	G	465.81	G	-6.03143	G	68.0176	G	247972	G
17.2.2025	15:33:59	-58.2918	G	469.646	G	-5.88731	G	67.983	G	247948	G
17.2.2025	15:34:04	-58.176	G	525.828	G	-5.8567	G	67.8741	G	247939	G
17.2.2025	15:34:09	-58.4575	G	567.134	G	-5.94229	G	67.745	G	247925	G
17.2.2025	15:34:14	-58.1089	G	574.514	G	-5.8952	G	67.6937	G	247925	G
17.2.2025	15:34:19	-57.3819	G	646.1	G	-5.85492	G	67.7053	G	247902	G
17.2.2025	15:34:24	-58.7947	G	590.604	G	-5.81533	G	67.654	G	247920	G
17.2.2025	15:34:29	-58.2602	G	564.413	G	-5.85742	G	67.6816	G	247901	G
17.2.2025	15:34:34	-57.8756	G	571.443	G	-5.82201	G	67.6556	G	247853	G
17.2.2025	15:34:39	-57.8566	G	643.543	G	-5.83961	G	67.6005	G	247828	G
17.2.2025	15:34:44	-57.8184	G	1157.82	G	-5.87864	G	67.5087	G	247678	G
17.2.2025	15:34:49	-57.6171	G	1534.21	G	-6.05568	G	67.5265	G	247608	G
17.2.2025	15:34:54	-55.6038	G	3762.17	G	-5.8832	G	67.4607	G	247134	G
17.2.2025	15:34:59	-54.1046	G	5780.06	G	-5.85443	G	67.5271	G	246266	G
17.2.2025	15:35:04	-54.9839	G	3363.47	G	-5.97254	G	67.5535	G	247029	G
17.2.2025	15:35:09	-57.0363	G	1626.39	G	-6.01147	G	67.5719	G	247531	G
17.2.2025	15:35:14	-58.2079	G	840.872	G	-5.76884	G	67.4997	G	247790	G
17.2.2025	15:35:19	-57.9542	G	778.4	G	-6.11121	G	67.416	G	247846	G
17.2.2025	15:35:24	-58.2409	G	847.115	G	-6.08665	G	67.3749	G	247841	G
17.2.2025	15:35:29	-58.6219	G	838.49	G	-6.14756	G	67.3412	G	247856	G
17.2.2025	15:35:34	-57.5147	G	761.195	G	-6.23685	G	67.3667	G	247842	G
17.2.2025	15:35:39	-58.0254	G	656.894	G	-6.1009	G	67.3178	G	247876	G
17.2.2025	15:35:44	-58.014	G	618.832	G	-5.92214	G	67.3478	G	247874	G
17.2.2025	15:35:49	-58.2688	G	593.487	G	-5.9275	G	67.3115	G	247903	G
17.2.2025	15:35:54	-57.416	G	575.125	G	-5.82576	G	67.2547	G	247920	G
17.2.2025	15:35:59	-57.3407	G	576.568	G	-5.72275	G	67.1191	G	247912	G
17.2.2025	15:36:04	-57.7934	G	598.98	G	-5.6562	G	67.1493	G	247912	G
17.2.2025	15:36:09	-57.4592	G	948.599	G	-5.61685	G	67.1077	G	247822	G
17.2.2025	15:36:14	-58.0008	G	723.896	G	-5.64737	G	67.1447	G	247872	G
17.2.2025	15:36:19	-58.1171	G	606.853	G	-5.88093	G	67.1173	G	247918	G
17.2.2025	15:36:24	-57.5927	G	528.377	G	-6.00405	G	67.0663	G	247940	G
17.2.2025	15:36:29	-58.0174	G	485.144	G	-5.87883	G	66.9463	G	247939	G
17.2.2025	15:36:34	-57.8207	G	519.559	G	-5.77303	G	66.9117	G	247900	G
17.2.2025	15:36:39	-58.0543	G	486.503	G	-5.86314	G	66.9175	G	247906	G
17.2.2025	15:36:44	-57.8805	G	489.691	G	-5.98504	G	66.9822	G	247885	G
17.2.2025	15:36:49	-57.8449	G	488.437	G	-6.09639	G	66.9842	G	247857	G
17.2.2025	15:36:54	-57.8	G	542.306	G	-5.89886	G	67.0025	G	247836	G
17.2.2025	15:36:59	-57.5048	G	608.856	G	-5.7424	G	66.9441	G	247806	G
17.2.2025	15:37:04	-58.0702	G	525.724	G	-5.59177	G	66.8866	G	247839	G
17.2.2025	15:37:09	-57.6097	G	500.642	G	-5.66064	G	66.8591	G	247849	G
17.2.2025	15:37:14	-57.6113	G	472.085	G	-5.66039	G	66.8428	G	247823	G
17.2.2025	15:37:19	-57.6536	G	722.918	G	-5.58526	G	66.8764	G	247770	G
17.2.2025	15:37:24	-57.1924	G	606.41	G	-5.58611	G	66.8955	G	247795	G
17.2.2025	15:37:29	-57.6553	G	600.049	G	-5.67507	G	66.9546	G	247811	G
17.2.2025	15:37:34	-58.2908	G	503.793	G	-5.74878	G	66.9114	G	247819	G
17.2.2025	15:37:39	-58.0045	G	444.15	G	-5.92777	G	66.8671	G	247849	G
17.2.2025	15:37:44	-58.0304	G	439.938	G	-6.06119	G	66.756	G	247857	G
17.2.2025	15:37:49	-58.1943	G	472.445	G	-6.13893	G	66.7576	G	247853	G
17.2.2025	15:37:54	-57.6685	G	561.146	G	-6.28125	G	66.7755	G	247831	G
17.2.2025	15:37:59	-57.8658	G	615.385	G	-6.36311	G	66.8339	G	247816	G
17.2.2025	15:38:04	-57.8601	G	592.222	G	-6.35664	G	66.8812	G	247787	G
17.2.2025	15:38:09	-57.2219	G	526.786	G	-6.24379	G	66.9081	G	247804	G
17.2.2025	15:38:14	-57.8306	G	464.303	G	-6.16168	G	66.8032	G	247828	G
17.2.2025	15:38:19	-57.8508	G	443.62	G	-5.84665	G	66.7433	G	247835	G
17.2.2025	15:38:24	-57.4243	G	467.418	G	-5.9769	G	66.7087	G	247838	G
17.2.2025	15:38:29	-57.7288	G	691.167	G	-6.01027	G	66.6879	G	247749	G
17.2.2025	15:38:34	-57.812	G	539.84	G	-6.07457	G	66.8006	G	247781	G
17.2.2025	15:38:39	-58.2083	G	571.18	G	-6.20796	G	66.8353	G	247779	G
17.2.2025	15:38:44	-57.9852	G	632.532	G	-6.38513	G	66.8458	G	247772	G
17.2.2025	15:38:49	-57.778	G	631.94	G	-6.57465	G	66.7365	G	247757	G
17.2.2025	15:38:54	-57.7513	G	486.391	G	-6.53242	G	66.694	G	247794	G
17.2.2025	15:38:59	-58.3997	G	602.555	G	-6.40415	G	66.6081	G	247786	G
17.2.2025	15:39:04	-58.4081	G	566.098	G	-6.11547	G	66.5969	G	247777	G
17.2.2025	15:39:09	-58.0603	G	461.948	G	-6.05554	G	66.6615	G	247804	G
17.2.2025	15:39:14	-57.999	G	604.808	G	-5.97282	G	66.6776	G	247753	G
17.2.2025	15:39:19	-57.632	G	805.963	G	-6.03563	G	66.7427	G	247656	G
17.2.2025	15:39:24	-58.2772	G	642.108	G	-6.02131	G	66.7416	G	247704	G
17.2.2025	15:39:29	-57.7771	G	476.998	G	-5.9931	G	66.6449	G	247722	G
17.2.2025	15:39:34	-58.4009	G	516.005	G	-6.01199	G	66.5816	G	247704	G
17.2.2025	15:39:39	-58.1627	G	770.486	G	-6.09437	G	66.583	G	247617	G
17.2.2025	15:39:44	-57.2212	G	920.796	G	-6.09528	G	66.5768	G	247583	G
17.2.2025	15:39:49	-57.3601	G	975.759	G	-6.14853	G	66.678	G	247569	G
17.2.2025	15:39:54	-57.3808	G	1025.31	G	-6.05901	G	66.7611	G	247556	G
17.2.2025	15:39:59	-57.6906	G	1087.06	G	-6.13174	G	66.8101	G	247539	G
17.2.2025	15:40:04	-57.4777	G	1173.28	G	-6.21606	G	66.7343	G	247494	G
17.2.2025	15:40:09	-57.4775	G	1265.01	G	-6.2024	G	66.7345	G	247466	G
17.2.2025	15:40:14	-57.3706	G	1357.56	G	-6.26703	G	66.6928	G	247498	G
17.2.2025	15:40:19	-47.2598	G	21160	G	-6.03854	G	66.7274	G	243348	G
17.2.2025	15:40:24	-40.9733	G	35513.3	G	-5.91329	G	66.8158	G	237101	G
17.2.2025	15:40:29	-51.0603	G	9435.42	G	-6.07586	G	66.9197	G	244642	G
17.2.2025	15:40:34	-55.882	G	3259.22	G	-6.25178	G	66.9174	G	246773	G
17.2.2025	15:40:39	-56.9517	G	1671.12	G	-6.47981	G	66.8969	G	247359	G
17.2.2025	15:40:44	-57.0739	G	1687.25	G	-6.3787	G	66.7814	G	247408	G
17.2.2025	15:40:49	-57.2906	G	1563.54	G	-6.44592	G	66.6396	G	247424	G
17.2.2025	15:40:54	-56.9686	G	1488.56	G	-6.32097	G	66.6394	G	247443	G
17.2.2025	15:40:59	-57.0619	G	1094.74	G	-6.2385	G	66.6208	G	247543	G
17.2.2025	15:41:04	-57.4581	G	924.29	G	-6.18196	G	66.6404	G	247597	G
17.2.2025	15:41:09	-57.7696	G	851.848	G	-6.09762	G	66.6995	G	247619	G
17.2.2025	15:41:14	-57.5724	G	936.979	G	-5.85314	G	66.6593	G	247609	G
17.2.2025	15:41:19	-58.6097	G	844.248	G	-5.84916	G	66.553	G	247620	G
17.2.2025	15:41:24	-58.6084	G	728.554	G	-5.73327	G	66.5006	G	247650	G
17.2.2025	15:41:29	-57.5382	G	681.053	G	-5.73207	G	66.4385	G	247663	G
17.2.2025	15:41:34	-57.5023	G	585.072	G	-5.99095	G	66.4361	G	247695	G
17.2.2025	15:41:39	-58.6908	G	588.057	G	-6.25942	G	66.5357	G	247684	G
17.2.2025	15:41:44	-58.2312	G	571.76	G	-5.98272	G	66.6208	G	247683	G
17.2.2025	15:41:49	-58.2171	G	619.246	G	-5.72738	G	66.6329	G	247655	G
17.2.2025	15:41:54	-58.3547	G	577.037	G	-5.70281	G	66.5815	G	247667	G
17.2.2025	15:41:59	-57.8506	G	564.582	G	-5.78401	G	66.5061	G	247692	G
17.2.2025	15:42:04	-57.7101	G	938.171	G	-5.88184	G	66.4035	G	247581	G
17.2.2025	15:42:09	-58.1777	G	689.984	G	-5.77094	G	66.387	G	247632	G
17.2.2025	15:42:14	-57.9409	G	533.957	G	-5.92564	G	66.4386	G	247661	G
17.2.2025	15:42:19	-57.7408	G	796.982	G	-5.98211	G	66.5119	G	247600	G
17.2.2025	15:42:24	-57.2378	G	993.323	G	-6.07077	G	66.5582	G	247513	G
17.2.2025	15:42:29	-57.54	G	692.759	G	-5.99831	G	66.5259	G	247609	G
17.2.2025	15:42:34	-57.8809	G	676.42	G	-5.9218	G	66.4568	G	247598	G
17.2.2025	15:42:39	-57.4636	G	671.342	G	-5.9259	G	66.3864	G	247592	G
17.2.2025	15:42:44	-58.2215	G	729.268	G	-5.93259	G	66.3754	G	247600	G
17.2.2025	15:42:49	-57.6622	G	1024.64	G	-5.78169	G	66.3916	G	247504	G
17.2.2025	15:42:54	-57.2247	G	835.994	G	-5.89298	G	66.451	G	247542	G
17.2.2025	15:42:59	-58.321	G	661.703	G	-5.95089	G	66.5148	G	247583	G
17.2.2025	15:43:04	-58.0078	G	691.302	G	-5.99081	G	66.5077	G	247603	G
17.2.2025	15:43:09	-57.9884	G	657.467	G	-5.80792	G	66.4087	G	247595	G
17.2.2025	15:43:14	-58.2991	G	629.351	G	-5.70033	G	66.3545	G	247608	G
17.2.2025	15:43:19	-57.7309	G	648.999	G	-5.75243	G	66.2734	G	247565	G
17.2.2025	15:43:24	-57.931	G	797.443	G	-5.77231	G	66.3156	G	247517	G
17.2.2025	15:43:29	-56.9863	G	1190.99	G	-5.64883	G	66.4226	G	247405	G
17.2.2025	15:43:34	-56.5419	G	1379.79	G	-5.81104	G	66.4555	G	247343	G
17.2.2025	15:43:39	-57.0353	G	1301.34	G	-5.89818	G	66.523	G	247339	G
17.2.2025	15:43:44	-57.4457	G	1103	G	-5.97149	G	66.5967	G	247370	G
17.2.2025	15:43:49	-57.2233	G	1040.62	G	-5.8583	G	66.5692	G	247396	G
17.2.2025	15:43:54	-57.6201	G	1003.27	G	-5.96459	G	66.461	G	247406	G
17.2.2025	15:43:59	-57.5567	G	976.366	G	-6.08242	G	66.5356	G	247418	G
17.2.2025	15:44:04	-57.5291	G	950.515	G	-6.21049	G	66.5057	G	247387	G
17.2.2025	15:44:09	-57.3397	G	905.426	G	-6.27625	G	66.6056	G	247338	G
17.2.2025	15:44:14	-57.0287	G	851.923	G	-6.26191	G	66.6403	G	247296	G
17.2.2025	15:44:19	-57.2971	G	804.611	G	-6.06229	G	66.6776	G	247260	G
17.2.2025	15:44:24	-56.8344	G	775.267	G	-6.09033	G	66.7396	G	247206	G
17.2.2025	15:44:29	-57.7359	G	759.513	G	-6.13457	G	66.8286	G	247165	G
17.2.2025	15:44:34	-57.3736	G	746.508	G	-6.08844	G	66.8381	G	247135	G
17.2.2025	16:02:12	-57.2253	G	558.674	G	-7.63518	G	71.2529	G	246748	G
17.2.2025	16:02:17	-56.2223	G	379.77	G	-9.16135	G	75.7356	G	246392	G
17.2.2025	16:02:22	-56.7	G	378.948	G	-9.15247	G	75.743	G	246389	G
17.2.2025	16:02:27	-56.8014	G	380.134	G	-9.21937	G	75.7511	G	246368	G
17.2.2025	16:02:32	-56.7296	G	380.197	G	-9.32735	G	75.787	G	246375	G
17.2.2025	16:02:37	-56.2256	G	380.301	G	-9.48834	G	75.7856	G	246388	G
17.2.2025	16:02:42	-56.7535	G	384.16	G	-9.49838	G	75.7751	G	246370	G
17.2.2025	16:02:47	-56.6754	G	379.468	G	-9.54077	G	75.8167	G	246373	G
17.2.2025	16:02:52	-57.4062	G	380.738	G	-9.61035	G	75.7733	G	246379	G
17.2.2025	16:02:57	-57.2004	G	380.88	G	-9.45006	G	75.7479	G	246380	G
17.2.2025	16:03:02	-57.4037	G	379.617	G	-9.42595	G	75.8132	G	246385	G
17.2.2025	16:03:07	-56.9559	G	380.911	G	-9.4268	G	75.8035	G	246390	G
17.2.2025	16:03:12	-56.5073	G	381.132	G	-9.449	G	75.7839	G	246388	G
17.2.2025	16:03:17	-56.6798	G	386.993	G	-9.44073	G	75.7667	G	246369	G
17.2.2025	16:03:22	-56.8758	G	392.993	G	-9.4297	G	75.7529	G	246371	G
17.2.2025	16:03:27	-56.7942	G	382.581	G	-9.47484	G	75.7534	G	246381	G
17.2.2025	16:03:32	-56.044	G	378.961	G	-9.35644	G	75.7973	G	246389	G
17.2.2025	16:03:37	-56.8788	G	383.277	G	-9.17339	G	75.8139	G	246377	G
17.2.2025	16:03:42	-56.9885	G	379.027	G	-9.37761	G	75.8152	G	246370	G
17.2.2025	16:03:47	-56.9588	G	379.483	G	-9.39755	G	75.8269	G	246365	G
17.2.2025	16:03:52	-56.8455	G	378.609	G	-9.29677	G	75.7747	G	246388	G
17.2.2025	16:03:57	-57.4216	G	381.455	G	-9.32499	G	75.7546	G	246395	G
17.2.2025	16:04:02	-57.2304	G	378.448	G	-9.60417	G	75.7734	G	246408	G
17.2.2025	16:04:07	-57.4008	G	379.157	G	-9.54798	G	75.8019	G	246389	G
17.2.2025	16:04:12	-56.1313	G	380.305	G	-9.69766	G	75.7892	G	246395	G
17.2.2025	16:04:17	-56.8027	G	379.101	G	-9.38746	G	75.7799	G	246385	G
17.2.2025	16:04:22	-56.6246	G	379.371	G	-9.28974	G	75.8226	G	246399	G
17.2.2025	16:04:27	-56.9931	G	378.508	G	-9.23495	G	75.7848	G	246391	G
17.2.2025	16:04:32	-56.5514	G	378.288	G	-9.12479	G	75.781	G	246390	G
17.2.2025	16:04:37	-57.1713	G	378.133	G	-9.02422	G	75.7582	G	246399	G
17.2.2025	16:04:42	-56.8526	G	378.001	G	-8.98183	G	75.7445	G	246393	G
17.2.2025	16:04:47	-57.9631	G	378.163	G	-9.0412	G	75.7648	G	246390	G
17.2.2025	16:04:52	-56.5157	G	378.848	G	-9.12604	G	75.8145	G	246377	G
17.2.2025	16:04:57	-57.1208	G	378.644	G	-9.06722	G	75.8667	G	246383	G
17.2.2025	16:05:02	-57.4574	G	378.358	G	-9.07454	G	75.8546	G	246373	G
17.2.2025	16:05:07	-56.5784	G	379.104	G	-9.09307	G	75.8365	G	246390	G
17.2.2025	16:05:12	-56.1511	G	379.207	G	-8.96885	G	75.8072	G	246373	G
17.2.2025	16:05:17	-56.3219	G	378.573	G	-9.00231	G	75.7809	G	246380	G
17.2.2025	16:05:22	-56.4636	G	378.465	G	-8.85742	G	75.7933	G	246398	G
17.2.2025	16:05:27	-57.7632	G	378.56	G	-9.01095	G	75.7907	G	246394	G
17.2.2025	16:05:32	-56.9498	G	378.59	G	-9.1167	G	75.8175	G	246372	G
17.2.2025	16:05:37	-57.0153	G	379.394	G	-9.13704	G	75.8144	G	246370	G
17.2.2025	16:05:42	-57.0567	G	378.766	G	-9.20305	G	75.7949	G	246368	G
17.2.2025	16:05:47	-57.1363	G	379.127	G	-9.1486	G	75.7805	G	246376	G
17.2.2025	16:05:52	-56.9117	G	379.221	G	-9.00107	G	75.7682	G	246392	G
17.2.2025	16:05:57	-57.3002	G	380.722	G	-9.00352	G	75.7777	G	246389	G
17.2.2025	16:06:02	-56.555	G	387.187	G	-9.08984	G	75.779	G	246370	G
17.2.2025	16:06:07	-56.8263	G	387.043	G	-8.97217	G	75.8438	G	246380	G
17.2.2025	16:06:12	-56.682	G	381.318	G	-9.09001	G	75.8517	G	246392	G
17.2.2025	16:06:17	-56.6427	G	382.555	G	-9.08136	G	75.7808	G	246382	G
17.2.2025	16:06:22	-57.041	G	378.99	G	-8.6969	G	75.7696	G	246407	G
17.2.2025	16:06:27	-56.9189	G	378.407	G	-8.80289	G	75.7518	G	246394	G
17.2.2025	16:06:32	-56.9784	G	378.654	G	-8.68646	G	75.7687	G	246399	G
17.2.2025	16:06:37	-57.1585	G	381.055	G	-8.54673	G	75.7731	G	246400	G
17.2.2025	16:06:42	-57.3334	G	380.223	G	-8.5466	G	75.8022	G	246408	G
17.2.2025	16:06:47	-56.7294	G	378.641	G	-8.58315	G	75.8297	G	246385	G
17.2.2025	16:06:52	-56.9552	G	378.973	G	-8.62624	G	75.874	G	246377	G
17.2.2025	16:06:57	-57.3321	G	378.761	G	-8.54317	G	75.8101	G	246394	G
17.2.2025	16:07:02	-56.4995	G	378.645	G	-8.31233	G	75.7837	G	246391	G
17.2.2025	16:07:07	-57.1987	G	378.758	G	-8.53336	G	75.7696	G	246408	G
17.2.2025	16:07:12	-56.5558	G	383.787	G	-8.69788	G	75.7585	G	246404	G
17.2.2025	16:07:17	-56.6501	G	395.973	G	-8.68603	G	75.8247	G	246378	G
17.2.2025	16:07:22	-56.4611	G	393.768	G	-8.7394	G	75.8518	G	246369	G
17.2.2025	16:07:27	-56.3433	G	386.552	G	-8.82677	G	75.8584	G	246331	G
17.2.2025	16:07:32	-56.5808	G	392.763	G	-8.80504	G	75.8255	G	246927	G
17.2.2025	16:07:37	-56.643	G	394.61	G	-8.81746	G	75.8161	G	247137	G
17.2.2025	16:07:42	-56.3262	G	395.983	G	-8.6584	G	75.717	G	247149	G
17.2.2025	16:07:47	-56.6907	G	396.449	G	-8.7234	G	75.336	G	247190	G
17.2.2025	16:07:52	-56.9316	G	395.331	G	-8.48182	G	74.8244	G	247236	G
17.2.2025	16:07:57	-57.0063	G	397.152	G	-8.33628	G	74.2535	G	247282	G
17.2.2025	16:08:02	-56.5666	G	398.041	G	-8.22137	G	73.7385	G	247308	G
17.2.2025	16:08:07	-56.9575	G	397.617	G	-8.17595	G	73.372	G	247320	G
17.2.2025	16:08:12	-56.34	G	399.429	G	-8.03034	G	72.9606	G	247352	G
17.2.2025	16:08:17	-56.5976	G	396.048	G	-7.77156	G	72.5715	G	247377	G
17.2.2025	16:08:22	-57.623	G	392.806	G	-7.96417	G	72.3616	G	247389	G
17.2.2025	16:08:27	-57.2203	G	391.846	G	-8.00142	G	72.1367	G	247396	G
17.2.2025	16:08:32	-56.554	G	395.897	G	-7.67306	G	71.9574	G	247413	G
17.2.2025	16:08:37	-56.625	G	392.378	G	-7.38537	G	71.755	G	247435	G
17.2.2025	16:08:42	-57.1098	G	391.085	G	-7.49529	G	71.5617	G	247441	G
17.2.2025	16:08:47	-56.8763	G	391.254	G	-7.47096	G	71.3115	G	247459	G
17.2.2025	16:08:52	-57.026	G	391.671	G	-7.27651	G	71.1636	G	247473	G
17.2.2025	16:08:57	-56.6485	G	393.068	G	-6.99337	G	71.0302	G	247478	G
17.2.2025	16:09:02	-57.1919	G	391.971	G	-6.70034	G	70.8941	G	247463	G
17.2.2025	16:09:07	-56.9801	G	391.828	G	-6.48586	G	70.8403	G	247450	G
17.2.2025	16:09:12	-56.6421	G	458.132	G	-6.55983	G	70.7818	G	247451	G
17.2.2025	16:09:17	-56.6409	G	553.88	G	-6.68122	G	70.6163	G	247413	G
17.2.2025	16:09:22	-56.9288	G	573.663	G	-6.51706	G	70.4762	G	247408	G
17.2.2025	16:09:27	-57.006	G	578.743	G	-6.40482	G	70.3622	G	247425	G
17.2.2025	16:09:32	-57.2918	G	562.093	G	-6.24118	G	70.2416	G	247428	G
17.2.2025	16:09:37	-56.6538	G	547.786	G	-6.22602	G	70.2412	G	247445	G
17.2.2025	16:09:42	-56.0093	G	542.206	G	-6.2627	G	70.1837	G	247434	G
17.2.2025	16:09:47	-57.056	G	537.859	G	-6.39467	G	70.1534	G	247417	G
17.2.2025	16:09:52	-56.6714	G	532.08	G	-6.53271	G	70.1585	G	247398	G
